pdb1,pdb2,start1,end1,start2,end2,tmscore,len1,len2,raw_score,helix,sheet,loop,class1,arch1,topo1,sfam1,class2,arch2,topo2,sfam2
1r1t_A,3e6d_B,59,98,169,205,0.62985,39,36,21715,0.594827586,0.215517241,0.189655172,1,10,10,10,2,60,120,1460
2obp_A,5c17_A,18,75,23,77,0.71828,57,54,21688,0.641732283,0.090551181,0.267716535,1,10,10,10,2,40,10,490
3pqk_A,3e6d_B,48,85,169,206,0.60562,37,37,21645,0.596969697,0.115151515,0.287878788,1,10,10,10,2,60,120,1460
2bv6_A,5c17_A,40,88,27,75,0.62828,48,48,21604,0.655555556,0.164444444,0.18,1,10,10,10,2,40,10,490
2pfb_B,3e6d_B,61,98,169,206,0.61552,37,37,21600,0.68627451,0.173202614,0.140522876,1,10,10,10,2,60,120,1460
1ufm_A,3e6d_B,318,355,169,206,0.55214,37,37,21599,0.599358974,0.174679487,0.225961538,1,10,10,10,2,60,120,1460
3gw2_A,3e6d_B,38,86,169,214,0.58368,48,45,21539,0.509569378,0.354066986,0.136363636,1,10,10,10,2,60,120,1460
2l02_A,5c17_A,7,60,19,76,0.71088,53,57,21536,0.686516854,0.152808989,0.160674157,1,10,10,10,2,40,10,490
2xda_A,4jcq_A,55,102,35,85,0.70326,47,50,21532,0.572815534,0.279126214,0.148058252,3,40,50,9100,3,90,226,10
2heo_A,3txn_A,117,170,334,389,0.72505,53,55,21518,0.651821862,0.194331984,0.153846154,1,10,10,10,1,25,40,570
3e6m_A,2mri_A,53,101,294,344,0.56384,48,50,21482,0.740932642,0.139896373,0.119170984,1,10,10,10,1,25,40,570
2vge_A,4f14_A,766,817,961,1011,0.76971,51,50,21380,0,0.392638037,0.607361963,1,25,40,20,2,30,30,40
2vge_A,2ega_A,762,815,12,62,0.77842,53,50,21372,0.005940594,0.41980198,0.574257426,1,25,40,20,2,30,30,40
1u2w_D,3e6d_B,56,104,169,214,0.56403,48,45,21364,0.736507937,0.028571429,0.234920635,1,10,10,10,2,60,120,1460
3f6v_A,3e6d_B,47,84,169,206,0.58966,37,37,21357,0.607629428,0.204359673,0.188010899,1,10,10,10,2,60,120,1460
2b0l_C,3txn_A,190,243,335,390,0.57659,53,55,21324,0.354211663,0.237580994,0.408207343,1,10,10,10,1,25,40,570
1q1h_A,3f0p_A,19,64,23,67,0.66968,45,44,21263,0.774818402,0.01937046,0.205811138,1,10,10,10,2,40,10,490
5e1w_A,3e6d_B,53,91,169,206,0.57121,38,37,21254,0.659090909,0.170454545,0.170454545,1,10,10,10,2,60,120,1460
4xrf_A,3f0p_A,41,83,26,67,0.61625,42,41,21219,0.767088608,0.13164557,0.101265823,1,10,10,10,2,40,10,490
2x4h_A,3e6d_B,30,67,169,206,0.6737,37,37,21181,0.684848485,0.148484848,0.166666667,1,10,10,10,2,60,120,1460
4kmf_A,3chm_A,10,56,99,148,0.55168,46,49,21165,0.695035461,0.115839243,0.189125296,1,10,10,10,1,25,40,570
4v0s_B,4jcq_A,54,101,34,85,0.64244,47,51,21079,0.62591687,0.207823961,0.166259169,3,40,50,9100,3,90,226,10
3rjp_A,5c17_A,156,209,19,72,0.56011,53,53,21062,0.746615087,0.007736944,0.245647969,1,10,10,10,2,40,10,490
3b73_B,3f0p_A,12,57,24,67,0.56709,45,43,21056,0.730310263,0.07398568,0.195704057,1,10,10,10,2,40,10,490
3df8_A,3e6d_B,39,84,169,211,0.60614,45,42,21055,0.564814815,0.208333333,0.226851852,1,10,10,10,2,60,120,1460
1opc_A,5c17_A,162,215,19,72,0.56622,53,53,21052,0.612121212,0.036363636,0.351515152,1,10,10,10,2,40,10,490
4nhj_B,5c17_A,162,215,19,72,0.55811,53,53,21049,0.715163934,0.057377049,0.227459016,1,10,10,10,2,40,10,490
1bby_A,3f0p_A,184,227,24,67,0.57978,43,43,20973,0.634053367,0.168996188,0.196950445,1,10,10,10,2,40,10,490
3f6v_A,3f0p_A,37,79,24,67,0.56755,42,43,20907,0.766990291,0.060679612,0.172330097,1,10,10,10,2,40,10,490
4ou0_A,3f0p_A,209,255,24,66,0.60616,46,42,20898,0.748798077,0.064903846,0.186298077,1,10,10,10,2,40,10,490
2qww_C,3f0p_A,44,85,26,67,0.62061,41,41,20846,0.75074184,0.100890208,0.148367953,1,10,10,10,2,40,10,490
4rgx_B,3f0p_A,46,89,23,65,0.61701,43,42,20844,0.77486911,0.04973822,0.17539267,1,10,10,10,2,40,10,490
4ggg_A,3chm_A,30,85,99,157,0.55598,55,58,20840,0.61752988,0.231075697,0.151394422,1,10,10,10,1,25,40,570
2fa5_A,3e6d_B,61,99,168,206,0.61665,38,38,20818,0.727272727,0.074675325,0.198051948,1,10,10,10,2,60,120,1460
5eri_A,3f0p_A,58,100,25,67,0.67487,42,42,20817,0.793650794,0.087301587,0.119047619,1,10,10,10,2,40,10,490
3pm6_A,2qr3_A,206,247,68,107,0.58628,41,39,20790,0.551351351,0.218918919,0.22972973,3,20,20,70,3,40,50,2300
2hw2_A,4pnl_A,14,65,1026,1076,0.57867,51,50,20759,0.24494382,0.233707865,0.521348315,3,20,170,40,3,90,228,10
4kmf_A,3txn_A,10,64,334,389,0.72959,54,55,20746,0.605809129,0.182572614,0.211618257,1,10,10,10,1,25,40,570
3hsr_A,3f0p_A,34,79,23,67,0.584,45,44,20744,0.768888889,0.077777778,0.153333333,1,10,10,10,2,40,10,490
3q4h_C,4w4k_B,5,51,58,104,0.5963,46,46,20738,0.891891892,0,0.108108108,1,10,287,1060,1,20,1260,20
1r7j_A,3e6d_B,20,58,169,206,0.55942,38,37,20730,0.640226629,0.198300283,0.161473088,1,10,10,10,2,60,120,1460
2kvu_A,1kcf_B,31,60,6,35,0.67735,29,29,20710,0.841121495,0,0.158878505,1,10,720,30,3,30,420,10
4yif_F,3f0p_A,36,78,24,64,0.64151,42,40,20681,0.853107345,0.02259887,0.124293785,1,10,10,10,2,40,10,490
4k2e_B,3e6d_B,44,82,169,207,0.59569,38,38,20642,0.62716763,0.222543353,0.150289017,1,10,10,10,2,60,120,1460
1bja_A,3f0p_A,18,63,24,67,0.58254,45,43,20638,0.62371134,0.046391753,0.329896907,1,10,10,10,2,40,10,490
1u2w_D,3f0p_A,45,88,25,67,0.57437,43,42,20627,0.858461538,0.006153846,0.135384615,1,10,10,10,2,40,10,490
2wqg_A,1kcf_B,10,39,6,35,0.64926,29,29,20616,0.874766355,0,0.125233645,1,10,720,30,3,30,420,10
4kmf_A,3e6d_B,20,56,169,205,0.67032,36,36,20613,0.642424242,0.133333333,0.224242424,1,10,10,10,2,60,120,1460
2xda_A,5g1s_G,55,102,44,95,0.69636,47,51,20602,0.571428571,0.278450363,0.150121065,3,40,50,9100,3,90,226,10
4yif_F,3e6d_B,48,85,169,206,0.62047,37,37,20582,0.711409396,0.117449664,0.17114094,1,10,10,10,2,60,120,1460
2l02_A,2mri_A,12,59,295,346,0.55731,47,51,20565,0.680641184,0.14919852,0.170160296,1,10,10,10,1,25,40,570
2fxa_A,3f0p_A,48,90,24,66,0.6238,42,42,20561,0.846511628,0.048837209,0.104651163,1,10,10,10,2,40,10,490
3hsr_A,5c17_A,35,85,26,75,0.64614,50,49,20549,0.657692308,0.153846154,0.188461538,1,10,10,10,2,40,10,490
3gva_A,3f0p_A,9,51,24,62,0.656,42,38,20549,0.658730159,0,0.341269841,1,10,10,10,2,40,10,490
2vge_A,2v1q_A,770,817,12,59,0.79833,47,47,20544,0,0.427293065,0.572706935,1,25,40,20,2,30,30,40
4lrv_C,2kwp_A,7,34,3,30,0.60728,27,27,20537,0.818548387,0.076612903,0.10483871,1,10,1220,160,3,30,1480,10
2oqg_C,3e6d_B,32,69,169,206,0.63908,37,37,20510,0.596590909,0.159090909,0.244318182,1,10,10,10,2,60,120,1460
1phz_A,5fii_B,38,73,38,73,0.58086,35,35,20504,0.337386018,0.294832827,0.367781155,1,10,800,10,3,30,70,260
3t8r_A,3e6d_B,25,62,168,205,0.60864,37,37,20479,0.626911315,0.131498471,0.241590214,1,10,10,10,2,60,120,1460
1q1h_A,3e6d_B,32,70,169,206,0.62964,38,37,20476,0.618644068,0.138418079,0.242937853,1,10,10,10,2,60,120,1460
2rdp_A,3f0p_A,44,84,27,67,0.60524,40,40,20472,0.833333333,0.038251366,0.128415301,1,10,10,10,2,40,10,490
3bdd_D,3f0p_A,32,76,24,67,0.59577,44,43,20471,0.783454988,0.114355231,0.102189781,1,10,10,10,2,40,10,490
3pqk_A,3f0p_A,39,79,27,67,0.56902,40,40,20453,0.751445087,0.052023121,0.196531792,1,10,10,10,2,40,10,490
3i71_B,3e6d_B,123,161,169,206,0.61026,38,37,20450,0.650145773,0.192419825,0.157434402,1,10,10,10,2,60,120,1460
4awx_B,3e6d_B,16,54,169,206,0.71159,38,37,20449,0.661490683,0.133540373,0.204968944,1,10,10,10,2,60,120,1460
1ub9_A,3f0p_A,19,61,25,67,0.59929,42,42,20428,0.798449612,0.100775194,0.100775194,1,10,10,10,2,40,10,490
2vge_A,1x6g_A,773,813,30,70,0.71517,40,40,20397,0,0.448818898,0.551181102,1,25,40,20,2,30,30,40
2fbh_A,3f0p_A,36,81,23,67,0.64794,45,44,20394,0.810623557,0.046189376,0.143187067,1,10,10,10,2,40,10,490
3f6o_B,3f0p_A,20,63,23,66,0.55215,43,43,20341,0.71025641,0.102564103,0.187179487,1,10,10,10,2,40,10,490
2oqg_C,3f0p_A,22,63,25,67,0.62908,41,42,20336,0.803439803,0.044226044,0.152334152,1,10,10,10,2,40,10,490
1bja_A,3e6d_B,30,83,169,220,0.59697,53,51,20334,0.525959368,0.158013544,0.316027088,1,10,10,10,2,60,120,1460
5dym_A,3chm_A,15,70,99,151,0.55712,55,52,20315,0.594230769,0.146153846,0.259615385,1,10,10,10,1,25,40,570
4j33_B,5k1s_B,1,38,154,192,0.5528,37,38,20303,0.365079365,0.257142857,0.377777778,3,50,50,60,3,90,180,10
5jol_A,2np2_A,28,67,8,47,0.56723,39,39,20290,0.662847791,0.06710311,0.2700491,1,10,238,10,4,10,520,10
5duk_B,3e6d_B,25,63,169,206,0.70569,38,37,20282,0.737569061,0.102209945,0.160220994,1,10,10,10,2,60,120,1460
4b8x_B,3e6d_B,72,110,169,206,0.67597,38,37,20273,0.677966102,0.169491525,0.152542373,1,10,10,10,2,60,120,1460
5eri_A,3e6d_B,69,106,169,206,0.6694,37,37,20251,0.623880597,0.185074627,0.191044776,1,10,10,10,2,60,120,1460
3e6m_A,3f0p_A,54,95,26,67,0.58399,41,41,20241,0.786743516,0.103746398,0.109510086,1,10,10,10,2,40,10,490
1jgs_A,3e6d_B,55,92,170,206,0.63948,37,36,20232,0.648809524,0.136904762,0.214285714,1,10,10,10,2,60,120,1460
1om2_A,1zb1_A,25,53,257,283,0.72735,28,26,20230,0.840449438,0,0.159550562,1,20,960,10,1,25,40,280
2xvc_A,3chm_A,216,260,101,147,0.56486,44,46,20225,0.7225,0.1625,0.115,1,10,10,10,1,25,40,570
1cf7_A,3f0p_A,27,71,26,67,0.57547,44,41,20207,0.703896104,0.085714286,0.21038961,1,10,10,10,2,40,10,490
1qgp_A,3f0p_A,142,187,26,67,0.64185,45,41,20201,0.719298246,0.15037594,0.130325815,1,10,10,10,2,40,10,490
1wy9_A,2np2_A,64,99,8,47,0.60227,35,39,20189,0.719512195,0.057926829,0.222560976,1,10,238,10,4,10,520,10
1qbj_C,3e6d_B,155,192,169,205,0.64653,37,36,20171,0.626168224,0.180685358,0.193146417,1,10,10,10,2,60,120,1460
2bv6_A,3f0p_A,42,84,26,67,0.58882,42,41,20160,0.693717277,0.136125654,0.170157068,1,10,10,10,2,40,10,490
2eth_A,3f0p_A,34,76,24,64,0.56292,42,40,20153,0.845730028,0.022038567,0.132231405,1,10,10,10,2,40,10,490
4fx0_A,3e6d_B,47,84,169,207,0.61951,37,38,20149,0.879245283,0.018867925,0.101886792,1,10,10,10,2,60,120,1460
2xvc_A,3e6d_B,224,260,169,206,0.60173,36,37,20135,0.695652174,0.186335404,0.118012422,1,10,10,10,2,60,120,1460
2heo_A,3e6d_B,128,168,168,207,0.60967,40,39,20111,0.617948718,0.230769231,0.151282051,1,10,10,10,2,60,120,1460
3nrv_B,3txn_A,37,97,335,393,0.68612,60,58,20111,0.689361702,0.093617021,0.217021277,1,10,10,10,1,25,40,570
1sfx_B,3f0p_A,21,66,24,68,0.66267,45,44,20089,0.76744186,0.150105708,0.082452431,1,10,10,10,2,40,10,490
3b73_B,3e6d_B,15,58,169,209,0.59996,43,40,20081,0.689393939,0.108585859,0.202020202,1,10,10,10,2,60,120,1460
5flx_Z,3e6d_B,67,104,169,206,0.55288,37,37,20053,0.618181818,0.133333333,0.248484848,1,10,10,10,2,60,120,1460
1jgs_A,3f0p_A,43,85,25,64,0.64875,42,39,20053,0.824324324,0.045945946,0.12972973,1,10,10,10,2,40,10,490
5aip_B,3f0p_A,40,80,24,62,0.63515,40,38,20041,0.836158192,0.064971751,0.098870056,1,10,10,10,2,40,10,490
3s2w_G,3e6d_B,61,98,169,206,0.66697,37,37,20034,0.652866242,0.184713376,0.162420382,1,10,10,10,2,60,120,1460
2l02_A,3txn_A,12,70,334,395,0.66285,58,61,20028,0.596984925,0.231155779,0.171859296,1,10,10,10,1,25,40,570
2fbh_A,3e6d_B,49,87,169,206,0.61271,38,37,20014,0.648876404,0.115168539,0.235955056,1,10,10,10,2,60,120,1460
2nnn_C,3f0p_A,40,83,24,67,0.61045,43,43,20011,0.771883289,0.084880637,0.143236074,1,10,10,10,2,40,10,490
5hs7_B,3f0p_A,23,64,27,67,0.57379,41,40,19978,0.720207254,0.098445596,0.18134715,1,10,10,10,2,40,10,490
2qvo_A,3e6d_B,30,68,169,206,0.64922,38,37,19973,0.610497238,0.215469613,0.174033149,1,10,10,10,2,60,120,1460
3v6g_A,3f0p_A,23,62,27,66,0.58957,39,39,19964,0.852601156,0.005780347,0.141618497,1,10,357,10,2,40,10,490
4mnu_B,3e6d_B,44,81,169,206,0.63141,37,37,19963,0.652298851,0.155172414,0.192528736,1,10,10,10,2,60,120,1460
4wcg_A,3f0p_A,223,265,24,66,0.67952,42,42,19958,0.847593583,0.005347594,0.147058824,1,10,10,10,2,40,10,490
1xd7_A,5exv_C,10,46,6,42,0.61564,36,36,19957,0.849056604,0,0.150943396,1,10,10,10,3,40,1570,10
5d4s_B,3f0p_A,25,58,35,67,0.67846,33,32,19953,0.726973684,0.072368421,0.200657895,1,10,10,10,2,40,10,490
2vge_A,2epd_A,767,817,755,802,0.80282,50,47,19936,0,0.410901468,0.589098532,1,25,40,20,2,30,30,40
1xd7_A,2y1h_B,23,49,244,270,0.62303,26,26,19931,0.893617021,0,0.106382979,1,10,10,10,3,20,20,140
4kt5_C,3f0p_A,27,67,26,64,0.55776,40,38,19879,0.722797927,0.002590674,0.274611399,1,10,10,10,2,40,10,490
1xmk_A,3f0p_A,302,344,26,67,0.56884,42,41,19870,0.789081886,0.081885856,0.129032258,1,10,10,10,2,40,10,490
3bpv_A,3f0p_A,35,79,24,67,0.60015,44,43,19870,0.801452785,0.072639225,0.12590799,1,10,10,10,2,40,10,490
2l02_A,3e6d_B,22,59,169,207,0.60445,37,38,19869,0.619122257,0.18338558,0.197492163,1,10,10,10,2,60,120,1460
2omk_B,5bo7_B,7,58,159,212,0.58766,51,53,19849,0.395555556,0.191111111,0.413333333,3,40,50,10240,3,90,1480,20
2pfb_B,3f0p_A,49,92,24,67,0.67353,43,43,19847,0.794416244,0.083756345,0.121827411,1,10,10,10,2,40,10,490
4wcg_A,3e6d_B,235,274,169,206,0.63689,39,37,19834,0.639664804,0.106145251,0.254189944,1,10,10,10,2,60,120,1460
3zmd_A,3e6d_B,56,97,169,206,0.62828,41,37,19816,0.555851064,0.212765957,0.231382979,1,10,10,10,2,60,120,1460
3r0a_A,3e6d_B,39,76,169,206,0.63778,37,37,19791,0.610315186,0.229226361,0.160458453,1,10,10,10,2,60,120,1460
2a61_B,3f0p_A,37,78,25,66,0.61645,41,41,19789,0.831168831,0.025974026,0.142857143,1,10,10,10,2,40,10,490
2xda_A,2f6i_C,55,102,208,258,0.70341,47,50,19789,0.572815534,0.279126214,0.148058252,3,40,50,9100,3,90,226,10
3bpv_A,3e6d_B,47,84,169,206,0.56164,37,37,19782,0.665714286,0.165714286,0.168571429,1,10,10,10,2,60,120,1460
4b8x_B,3f0p_A,62,105,27,67,0.64024,43,40,19768,0.796992481,0.117794486,0.085213033,1,10,10,10,2,40,10,490
4kmf_A,3f0p_A,10,51,26,67,0.65783,41,41,19752,0.785907859,0.092140921,0.12195122,1,10,10,10,2,40,10,490
4kt5_C,5c17_A,22,72,23,71,0.61213,50,48,19728,0.66802444,0.081466395,0.250509165,1,10,10,10,2,40,10,490
5kvr_A,3f0p_A,34,66,35,67,0.6463,32,32,19717,0.754966887,0.105960265,0.139072848,1,10,10,10,2,40,10,490
1ub9_A,3e6d_B,30,67,169,206,0.62602,37,37,19688,0.627218935,0.224852071,0.147928994,1,10,10,10,2,60,120,1460
2vge_A,2j05_A,766,811,287,332,0.71291,45,45,19688,0,0.400932401,0.599067599,1,25,40,20,2,30,30,40
5ffx_D,3e6d_B,47,83,169,207,0.67261,36,38,19686,0.684357542,0.175977654,0.139664804,1,10,10,10,2,60,120,1460
3c57_B,5c17_A,157,200,29,73,0.56575,43,44,19671,0.765281174,0.009779951,0.224938875,1,10,10,10,2,40,10,490
2d1h_B,3f0p_A,22,64,25,65,0.63471,42,40,19669,0.874666667,0.005333333,0.12,1,10,10,10,2,40,10,490
2zkz_C,3txn_A,31,88,334,392,0.60774,57,58,19659,0.613508443,0.25891182,0.127579737,1,10,10,10,1,25,40,570
4mnu_B,3f0p_A,31,75,23,67,0.65649,44,44,19640,0.819444444,0.078703704,0.101851852,1,10,10,10,2,40,10,490
2fa5_A,3f0p_A,51,93,23,63,0.6444,42,40,19632,0.847184987,0.021447721,0.131367292,1,10,10,10,2,40,10,490
2vge_A,1ujy_A,767,817,17,64,0.76274,50,47,19609,0,0.385744235,0.614255765,1,25,40,20,2,30,30,40
1wrk_A,2np2_A,35,70,8,47,0.56116,35,39,19607,0.696485623,0.009584665,0.293929712,1,10,238,10,4,10,520,10
2omk_B,4mps_A,7,58,178,231,0.56914,51,53,19593,0.388888889,0.197777778,0.413333333,3,40,50,10240,3,90,1480,20
1qgp_A,3e6d_B,155,193,169,205,0.60222,38,36,19579,0.618012422,0.178571429,0.203416149,1,10,10,10,2,60,120,1460
3i71_B,3txn_A,114,161,335,381,0.63689,47,46,19565,0.704761905,0.164285714,0.130952381,1,10,10,10,1,25,40,570
3kp7_A,3e6d_B,51,88,169,206,0.58398,37,37,19559,0.684027778,0.069444444,0.246527778,1,10,10,10,2,60,120,1460
2l02_A,3f0p_A,13,54,26,66,0.63288,41,40,19519,0.754310345,0.076149425,0.16954023,1,10,10,10,2,40,10,490
3pm6_A,2pln_A,200,241,53,92,0.60965,41,39,19508,0.604221636,0.105540897,0.290237467,3,20,20,70,3,40,50,2300
5e1w_A,3f0p_A,40,84,23,66,0.62439,44,43,19503,0.816901408,0.058685446,0.124413146,1,10,10,10,2,40,10,490
3m8j_A,3f0p_A,53,89,31,67,0.55191,36,36,19489,0.851190476,0.005952381,0.142857143,1,10,10,2690,2,40,10,490
5cyv_A,2mri_A,41,101,295,353,0.59662,60,58,19473,0.626068376,0.19017094,0.183760684,1,10,10,10,1,25,40,570
2gxg_A,3f0p_A,42,82,27,67,0.63127,40,40,19455,0.729577465,0.076056338,0.194366197,1,10,10,10,2,40,10,490
3egq_A,3f0p_A,8,51,27,66,0.55974,43,39,19441,0.885117493,0.005221932,0.109660574,1,10,357,10,2,40,10,490
2zkz_C,3f0p_A,33,71,27,64,0.60144,38,37,19436,0.784090909,0.096590909,0.119318182,1,10,10,10,2,40,10,490
1y9b_A,4fho_B,12,44,48,77,0.55407,32,29,19422,0.869888476,0.007434944,0.12267658,1,20,5,780,3,80,10,10
2omk_B,2wnf_A,8,58,143,195,0.58605,50,52,19419,0.351351351,0.193693694,0.454954955,3,40,50,10240,3,90,1480,20
3ke2_B,3e6d_B,31,68,169,206,0.59461,37,37,19411,0.657738095,0.139880952,0.202380952,1,10,10,10,2,60,120,1460
2hgc_A,5c17_A,7,55,26,76,0.62674,48,50,19384,0.6875,0.098557692,0.213942308,1,10,10,10,2,40,10,490
2qww_C,5exv_C,38,77,3,42,0.60318,39,39,19384,0.827272727,0.042424242,0.13030303,1,10,10,10,3,40,1570,10
2w7n_A,3f0p_A,33,64,35,66,0.67612,31,31,19378,0.793478261,0.007246377,0.199275362,1,10,10,2690,2,40,10,490
4g9y_A,3f0p_A,40,79,27,66,0.57877,39,39,19373,0.802941176,0.076470588,0.120588235,1,10,10,10,2,40,10,490
1p6r_A,5c17_A,8,65,19,76,0.71749,57,57,19355,0.709960938,0.154296875,0.135742188,1,10,10,10,2,40,10,490
4kt5_C,3txn_A,28,72,335,377,0.64995,44,42,19348,0.637002342,0.096018735,0.266978923,1,10,10,10,1,25,40,570
1r1t_A,3f0p_A,51,92,26,67,0.68048,41,41,19337,0.699724518,0.104683196,0.195592287,1,10,10,10,2,40,10,490
3u1d_B,3f0p_A,29,74,25,67,0.58886,45,42,19333,0.761445783,0.043373494,0.195180723,1,10,10,10,2,40,10,490
1sfu_A,3f0p_A,24,60,31,67,0.66092,36,36,19327,0.653061224,0.052478134,0.294460641,1,10,10,10,2,40,10,490
1r7j_A,3f0p_A,6,49,23,67,0.55363,43,44,19318,0.860824742,0.005154639,0.134020619,1,10,10,10,2,40,10,490
1qgp_A,3txn_A,143,192,335,381,0.63955,49,46,19309,0.656734207,0.166865316,0.176400477,1,10,10,10,1,25,40,570
3f0p_A,2ecs_A,36,66,13,43,0.63845,30,30,19299,0.68164794,0.093632959,0.224719101,2,40,10,490,3,30,240,10
3gw2_A,3f0p_A,25,68,24,67,0.56892,43,43,19298,0.770308123,0.070028011,0.159663866,1,10,10,10,2,40,10,490
4awx_B,3f0p_A,4,47,24,67,0.65001,43,43,19295,0.80620155,0.041343669,0.15245478,1,10,10,10,2,40,10,490
1oyi_A,3f0p_A,19,60,27,64,0.57969,41,37,19290,0.80171184,0.035663338,0.162624822,1,10,10,10,2,40,10,490
3kp7_A,3f0p_A,43,82,27,67,0.56151,39,40,19287,0.75942029,0.052173913,0.188405797,1,10,10,10,2,40,10,490
3bdd_D,5exv_C,27,68,2,42,0.65172,41,40,19279,0.86631016,0.048128342,0.085561497,1,10,10,10,3,40,1570,10
3ulq_B,3f0p_A,161,198,27,66,0.62567,37,39,19227,0.855491329,0.005780347,0.138728324,1,10,10,10,2,40,10,490
5cyv_A,3f0p_A,42,81,27,64,0.6302,39,37,19221,0.780487805,0.048780488,0.170731707,1,10,10,10,2,40,10,490
3vfz_B,3f0p_A,165,203,27,66,0.57992,38,39,19195,0.886153846,0.006153846,0.107692308,1,10,10,10,2,40,10,490
3m1e_A,3e6d_B,15,65,169,217,0.60707,50,48,19191,0.696581197,0.023504274,0.27991453,1,10,10,10,2,60,120,1460
1w3i_A,5c5d_A,77,135,38,92,0.55304,58,54,19186,0.570409982,0.162210339,0.267379679,3,20,20,70,3,40,50,7700
3av3_A,1obb_B,0,38,3,45,0.60788,38,42,19184,0.364457831,0.355421687,0.280120482,3,40,50,170,3,90,1820,10
2vge_A,2cud_A,780,816,34,68,0.60797,36,34,19182,0.005797101,0.544927536,0.449275362,1,25,40,20,2,30,30,40
3k69_A,3f0p_A,16,59,27,67,0.63,43,40,19180,0.723514212,0.033591731,0.242894057,1,10,10,10,2,40,10,490
4k2e_B,3f0p_A,33,76,24,67,0.61669,43,43,19166,0.760204082,0.096938776,0.142857143,1,10,10,10,2,40,10,490
2vge_A,1bb9_A,764,807,27,71,0.72938,43,44,19127,0.014388489,0.369304556,0.616306954,1,25,40,20,2,30,30,40
1u2w_D,5exv_C,40,79,3,42,0.579,39,39,19084,0.880813953,0,0.119186047,1,10,10,10,3,40,1570,10
3f0p_A,5exv_C,23,58,7,42,0.57681,35,35,19051,0.807692308,0,0.192307692,2,40,10,490,3,40,1570,10
2fxa_A,5exv_C,44,83,3,42,0.59185,39,39,19048,0.878306878,0.029100529,0.092592593,1,10,10,10,3,40,1570,10
5jol_A,1owf_B,30,67,2,35,0.56003,37,33,19038,0.710758377,0,0.289241623,1,10,238,10,4,10,520,10
5aip_B,5exv_C,34,77,3,42,0.60073,43,39,19028,0.879795396,0.040920716,0.079283887,1,10,10,10,3,40,1570,10
2m45_A,5c17_A,648,680,43,75,0.67824,32,32,19026,0.740549828,0.156357388,0.103092784,1,10,10,10,2,40,10,490
3chm_A,3f0p_A,99,143,25,66,0.57588,44,41,19024,0.687356322,0.105747126,0.206896552,1,25,40,570,2,40,10,490
2gxg_A,3e6d_B,50,87,169,205,0.66775,37,36,19018,0.62170088,0.137829912,0.240469208,1,10,10,10,2,60,120,1460
3f0p_A,3e6d_B,35,66,169,199,0.64727,31,30,18973,0.643884892,0.089928058,0.26618705,2,40,10,490,2,60,120,1460
3cjn_A,3e6d_B,62,99,169,206,0.66434,37,37,18944,0.647798742,0.201257862,0.150943396,1,10,10,10,2,60,120,1460
4hf0_B,3f0p_A,12,56,26,67,0.70195,44,41,18927,0.841269841,0.03968254,0.119047619,1,10,10,10,2,40,10,490
3ni7_A,3f0p_A,15,55,26,65,0.61591,40,39,18921,0.796195652,0.005434783,0.198369565,1,10,357,10,2,40,10,490
4g6d_A,3f0p_A,557,597,28,65,0.64712,40,37,18901,0.798927614,0.00536193,0.195710456,1,10,10,10,2,40,10,490
1phz_A,2f06_A,38,72,73,107,0.55416,34,34,18901,0.344720497,0.304347826,0.350931677,1,10,800,10,3,30,2130,10
2pfb_B,5exv_C,45,84,3,42,0.63523,39,39,18897,0.843665768,0.045822102,0.110512129,1,10,10,10,3,40,1570,10
3zmd_A,3f0p_A,47,91,26,67,0.60036,44,41,18885,0.699751861,0.171215881,0.129032258,1,10,10,10,2,40,10,490
3w6k_C,3e6d_B,32,61,169,200,0.58701,29,31,18877,0.898832685,0.015564202,0.085603113,1,10,10,10,2,60,120,1460
4hw0_C,3f0p_A,17,55,27,67,0.55613,38,40,18868,0.75659824,0.052785924,0.190615836,1,10,10,10,2,40,10,490
4j29_A,2np2_A,87,114,29,56,0.58243,27,27,18860,0.754716981,0.011320755,0.233962264,3,40,50,11230,4,10,520,10
3s2w_G,5exv_C,45,84,3,42,0.59233,39,39,18858,0.791666667,0.044444444,0.163888889,1,10,10,10,3,40,1570,10
3gxq_A,1qwd_B,22,51,146,173,0.55892,29,27,18854,0.837638376,0.066420664,0.095940959,1,10,1220,10,2,40,128,20
4rs8_A,3e6d_B,27,64,169,206,0.66926,37,37,18841,0.643478261,0.223188406,0.133333333,1,10,10,10,2,60,120,1460
3bj6_B,3f0p_A,41,83,25,67,0.68213,42,42,18839,0.809405941,0.074257426,0.116336634,1,10,10,10,2,40,10,490
1sfu_A,2ecs_A,29,59,13,43,0.58136,30,30,18817,0.771626298,0.038062284,0.190311419,1,10,10,10,3,30,240,10
3u1d_B,5exv_C,24,66,3,42,0.55017,42,39,18799,0.832911392,0,0.167088608,1,10,10,10,3,40,1570,10
3ft7_B,4u9b_A,19,52,45,78,0.66181,33,33,18793,0.89968652,0,0.10031348,1,10,1220,10,3,90,1520,10
4kmf_A,2y1h_B,19,48,244,270,0.58626,29,26,18779,0.840466926,0.054474708,0.105058366,1,10,10,10,3,20,20,140
2o8i_A,1s3s_H,103,136,299,333,0.55023,33,34,18779,0.7,0.025,0.275,1,10,3330,10,3,10,20,90
4hv0_C,1qwd_B,4,32,146,173,0.55544,28,27,18755,0.832061069,0.099236641,0.06870229,1,10,1220,10,2,40,128,20
